prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.164, 2017-06-09 16:53:51.200, 2017-06-09 16:53:51.246
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.165, 2017-06-09 16:53:51.200, 2017-06-09 16:53:51.350
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.200, 2017-06-09 16:53:51.201, 2017-06-09 16:53:51.454
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.200, 2017-06-09 16:53:51.201, 2017-06-09 16:53:51.556
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.201, 2017-06-09 16:53:51.202, 2017-06-09 16:53:51.661
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.202, 2017-06-09 16:53:51.202, 2017-06-09 16:53:51.765
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.202, 2017-06-09 16:53:51.203, 2017-06-09 16:53:51.868
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.202, 2017-06-09 16:53:51.203, 2017-06-09 16:53:51.973
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.203, 2017-06-09 16:53:51.204, 2017-06-09 16:53:52.076
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.203, 2017-06-09 16:53:51.204, 2017-06-09 16:53:52.180
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.203, 2017-06-09 16:53:51.205, 2017-06-09 16:53:52.284
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.204, 2017-06-09 16:53:51.206, 2017-06-09 16:53:52.388
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.204, 2017-06-09 16:53:51.206, 2017-06-09 16:53:52.491
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.205, 2017-06-09 16:53:51.207, 2017-06-09 16:53:52.595
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.206, 2017-06-09 16:53:51.207, 2017-06-09 16:53:52.699
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.205, 2017-06-09 16:53:51.207, 2017-06-09 16:53:52.803
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.207, 2017-06-09 16:53:51.207, 2017-06-09 16:53:52.906
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.205, 2017-06-09 16:53:51.207, 2017-06-09 16:53:53.010
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.205, 2017-06-09 16:53:51.208, 2017-06-09 16:53:53.114
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.208, 2017-06-09 16:53:51.209, 2017-06-09 16:53:53.218
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.207, 2017-06-09 16:53:51.209, 2017-06-09 16:53:53.322
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.208, 2017-06-09 16:53:51.209, 2017-06-09 16:53:53.426
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.209, 2017-06-09 16:53:51.210, 2017-06-09 16:53:53.529
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.209, 2017-06-09 16:53:51.210, 2017-06-09 16:53:53.633
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.209, 2017-06-09 16:53:51.210, 2017-06-09 16:53:53.735
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.210, 2017-06-09 16:53:51.210, 2017-06-09 16:53:53.840
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.211, 2017-06-09 16:53:51.211, 2017-06-09 16:53:53.944
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.211, 2017-06-09 16:53:51.212, 2017-06-09 16:53:54.047
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.211, 2017-06-09 16:53:51.212, 2017-06-09 16:53:54.153
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.211, 2017-06-09 16:53:51.212, 2017-06-09 16:53:54.256
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.212, 2017-06-09 16:53:51.212, 2017-06-09 16:53:54.359
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.213, 2017-06-09 16:53:51.213, 2017-06-09 16:53:54.463
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.213, 2017-06-09 16:53:51.214, 2017-06-09 16:53:54.567
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.213, 2017-06-09 16:53:51.214, 2017-06-09 16:53:54.671
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.213, 2017-06-09 16:53:51.214, 2017-06-09 16:53:54.775
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.214, 2017-06-09 16:53:51.215, 2017-06-09 16:53:54.878
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.214, 2017-06-09 16:53:51.215, 2017-06-09 16:53:54.982
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.215, 2017-06-09 16:53:51.215, 2017-06-09 16:53:55.086
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.215, 2017-06-09 16:53:51.216, 2017-06-09 16:53:55.190
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.215, 2017-06-09 16:53:51.216, 2017-06-09 16:53:55.293
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.216, 2017-06-09 16:53:51.217, 2017-06-09 16:53:55.397
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.215, 2017-06-09 16:53:51.217, 2017-06-09 16:53:55.501
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.216, 2017-06-09 16:53:51.217, 2017-06-09 16:53:55.605
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.215, 2017-06-09 16:53:51.217, 2017-06-09 16:53:55.709
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.216, 2017-06-09 16:53:51.218, 2017-06-09 16:53:55.812
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.216, 2017-06-09 16:53:51.218, 2017-06-09 16:53:55.916
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.218, 2017-06-09 16:53:51.218, 2017-06-09 16:53:56.020
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.216, 2017-06-09 16:53:51.218, 2017-06-09 16:53:56.124
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.218, 2017-06-09 16:53:51.219, 2017-06-09 16:53:56.227
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.218, 2017-06-09 16:53:51.219, 2017-06-09 16:53:56.331
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.219, 2017-06-09 16:53:51.219, 2017-06-09 16:53:56.435
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.219, 2017-06-09 16:53:51.220, 2017-06-09 16:53:56.537
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.219, 2017-06-09 16:53:51.220, 2017-06-09 16:53:56.642
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.220, 2017-06-09 16:53:51.220, 2017-06-09 16:53:56.746
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.219, 2017-06-09 16:53:51.221, 2017-06-09 16:53:56.850
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.220, 2017-06-09 16:53:51.221, 2017-06-09 16:53:56.953
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.220, 2017-06-09 16:53:51.221, 2017-06-09 16:53:57.058
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.220, 2017-06-09 16:53:51.222, 2017-06-09 16:53:57.163
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.221, 2017-06-09 16:53:51.222, 2017-06-09 16:53:57.267
prog1aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.221, 2017-06-09 16:53:51.222, 2017-06-09 16:53:57.369
prog2aaaaaaaaaaaaaaa, 2017-06-09 16:53:51.221, 2017-06-09 16:53:51.223, 2017-06-09 16:53:57.469
